person_id,author_raw,work_id,author_order,n_authors,position
person:yaniv assaf,Yaniv Assaf,work_a1e7c7d72b96c595,5,7,middle
person:g keiser,G. Keiser,work_a20ba66636876b3e,2,4,middle
person:coopmans|fm,Fraukje M.T. Coopmans,work_a22edcbd132ca34a,5,9,middle
person:schmidt|r,Ruben Schmidt,work_a22edcbd132ca34a,6,9,middle
person:preuss|t,T. Preuss,work_a22edcbd132ca34a,7,9,middle
person:d gra el,D. Gräßel,work_a23fdbf1a9ce14a7,4,7,middle
person:m jorgensen,M. Jorgensen,work_a23fdbf1a9ce14a7,5,7,middle
person:r woods,R. Woods,work_a23fdbf1a9ce14a7,6,7,middle
person:voigt|k,K. Voigt,work_a276a8f78d1e7711,3,8,middle
person:liang|e,E. Liang,work_a276a8f78d1e7711,4,8,middle
person:cox|s,S. Cox,work_a276a8f78d1e7711,5,8,middle
person:leyton|m,M. Leyton,work_a276a8f78d1e7711,6,8,middle
person:omar awile,Omar Awile,work_a2a4a9ee0540ed54,2,6,middle
person:kerem kurban,Kerem Kurban,work_a2a4a9ee0540ed54,4,6,middle
person:m wolf,M. Wolf,work_a2a4a9ee0540ed54,5,6,middle
person:tingting yu,Tingting Yu,work_a35b2a0f4328b341,2,7,middle
person:s picard,S. Picard,work_a3723ea06299828e,3,7,middle
person:s eddy,S. Eddy,work_a3723ea06299828e,6,7,middle
person:arpiar saunders,Arpiar Saunders,work_a39f22332623fe9d,2,9,middle
person:i oldenburg,I. Oldenburg,work_a39f22332623fe9d,3,9,middle
person:n akhtar,N. Akhtar,work_a39f22332623fe9d,5,9,middle
person:s whelan,S. Whelan,work_a39f22332623fe9d,7,9,middle
person:salomon muller,Salomon Z. Muller,work_a46f2b2358333423,3,12,middle
person:michael genecin,Michael Genecin,work_a46f2b2358333423,4,12,middle
person:adishree ghatare,Adishree Ghatare,work_a46f2b2358333423,5,12,middle
person:brian eastwood,Brian S. Eastwood,work_a492bc69201dabab,2,11,middle
person:nathan connor,Nathan J. O'Connor,work_a492bc69201dabab,3,11,middle
person:c schmitz,C. Schmitz,work_a492bc69201dabab,10,11,middle
person:bharti|e,E. Bharti,work_a57783ce23fca41d,2,3,middle
person:d kwon,D-H. Kwon,work_a5a5a1b66ee789bc,3,12,middle
person:keiko tanaka yamamoto,Keiko Tanaka-Yamamoto,work_a5a5a1b66ee789bc,5,12,middle
person:j yook,J. Yook,work_a5a5a1b66ee789bc,6,12,middle
person:yong hoon lim,Yong Hoon Lim,work_a5a5a1b66ee789bc,9,12,middle
person:zang hee cho,Zang-Hee Cho,work_a5a5a1b66ee789bc,10,12,middle
person:s paek,S. Paek,work_a5a5a1b66ee789bc,11,12,middle
person:deborah schmidt,D. Schmidt,work_a5aafa50c460274e,2,9,middle
person:j albrecht,J. P. Albrecht,work_a5aafa50c460274e,3,9,middle
person:lucas rieckert,Lucas Rieckert,work_a5aafa50c460274e,4,9,middle
person:maximilian otto,Maximilian Otto,work_a5aafa50c460274e,5,9,middle
person:leticia elizabeth galicia garcia,Leticia Elizabeth Galicia Garcia,work_a5aafa50c460274e,6,9,middle
person:m solimena,M. Solimena,work_a5aafa50c460274e,8,9,middle
person:robert hill,Robert Hill,work_a5f954f4563fcfc9,5,12,middle
person:maximilian josch,Maximilian Jösch,work_a5f954f4563fcfc9,6,12,middle
person:j grutzendler,J. Grutzendler,work_a5f954f4563fcfc9,10,12,middle
person:fernando perez,Fernando Pérez,work_a5ffdcdb193e952c,3,4,middle
person:jeffrey mlakar,Jeffrey Mlakar,work_a60d58482fdb3bfa,2,8,middle
person:m parent,M. Parent,work_a60d58482fdb3bfa,4,8,middle
person:y smith,Y. Smith,work_a60d58482fdb3bfa,5,8,middle
person:p strick,P. Strick,work_a60d58482fdb3bfa,6,8,middle
person:m griswold,M. Griswold,work_a60d58482fdb3bfa,7,8,middle
person:k lam,K. Lam,work_a67d1faeea8c6a12,2,6,middle
person:f pereira,F. Pereira,work_a67d1faeea8c6a12,4,6,middle
person:charles gerfen,Charles R. Gerfen,work_a67d1faeea8c6a12,5,6,middle
person:alexander vasserman,Alexander N. Vasserman,work_a68a9d6ab83ca9c9,2,6,middle
person:wenjing ye,Wenjing Ye,work_a6b5e4a6d152f613,5,8,middle
person:pengyu zeng,Pengyu Zeng,work_a6b5e4a6d152f613,6,8,middle
person:florian kurpicz,Florian Kurpicz,work_a6e8ffd247b8379d,2,3,middle
person:hugo dictus,Hugo Dictus,work_a75ff1aaf09bfb13,2,8,middle
person:athanassia chalimourda,Athanassia Chalimourda,work_a75ff1aaf09bfb13,3,8,middle
person:werner van geit,Werner Van Geit,work_a75ff1aaf09bfb13,4,8,middle
person:benoit coste,Benoît Coste,work_a75ff1aaf09bfb13,5,8,middle
person:j shillcock,J. Shillcock,work_a75ff1aaf09bfb13,6,8,middle
person:joseph gogola,Joseph V Gogola,work_a77b316df3ecbc0e,2,8,middle
person:angelina xu,Angelina A. Xu,work_a78bdc6891f8f9bd,2,7,middle
person:s luminari,S. Luminari,work_a78bdc6891f8f9bd,3,7,middle
person:s kidd,S. Kidd,work_a78bdc6891f8f9bd,4,7,middle
person:c treiber,C. Treiber,work_a78bdc6891f8f9bd,5,7,middle
person:jordan russo,Jordan Russo,work_a78bdc6891f8f9bd,6,7,middle
person:patrick edson,Patrick Edson,work_a7ac590f096a331d,6,30,middle
person:b arthur,B. J. Arthur,work_a7ac590f096a331d,7,30,middle
person:christopher bruns,Christopher Bruns,work_a7ac590f096a331d,8,30,middle
person:david schauder,David M. Schauder,work_a7ac590f096a331d,10,30,middle
person:s murphy,S. D. Murphy,work_a7ac590f096a331d,12,30,middle
person:cameron arshadi,Cameron Arshadi,work_a7ac590f096a331d,14,30,middle
person:p baldwin,P. Baldwin,work_a7ac590f096a331d,15,30,middle
person:regina blake,Regina Blake,work_a7ac590f096a331d,16,30,middle
person:a elsayed,A. Elsayed,work_a7ac590f096a331d,17,30,middle
person:mashtura hasan,Mashtura Hasan,work_a7ac590f096a331d,18,30,middle
person:d ramirez,D. Ramírez,work_a7ac590f096a331d,19,30,middle
person:bruno paiva dos santos,Bruno Paiva dos Santos,work_a7ac590f096a331d,20,30,middle
person:monet weldon,Monet Weldon,work_a7ac590f096a331d,21,30,middle
person:a zafar,A. Zafar,work_a7ac590f096a331d,22,30,middle
person:j dudman,J. Dudman,work_a7ac590f096a331d,23,30,middle
person:a hantman,A. Hantman,work_a7ac590f096a331d,25,30,middle
person:lola lambert,Lola Lambert,work_a7f972fae6f1bf6b,3,17,middle
person:allison craig,Allison Craig,work_a7f972fae6f1bf6b,5,17,middle
person:m man,M. Man,work_a7f972fae6f1bf6b,6,17,middle
person:amin moradi,Amin Moradi,work_a7f972fae6f1bf6b,7,17,middle
person:hengli duan,Hengli Duan,work_a7f972fae6f1bf6b,9,17,middle
person:s dhesi,S. Dhesi,work_a7f972fae6f1bf6b,10,17,middle
person:g karras,G. Karras,work_a7f972fae6f1bf6b,11,17,middle
person:francesco maccherozzi,Francesco Maccherozzi,work_a7f972fae6f1bf6b,12,17,middle
person:k dani,K. Dani,work_a7f972fae6f1bf6b,13,17,middle
person:r tromp,R. Tromp,work_a7f972fae6f1bf6b,14,17,middle
person:s van der molen,S. J. van der Molen,work_a7f972fae6f1bf6b,15,17,middle
person:d rueckert,D. Rueckert,work_a821a1b9fb48df72,2,74,middle
person:seada|sa,Samy Abo Seada,work_a821a1b9fb48df72,4,74,middle
person:alansary|a,A. Alansary,work_a821a1b9fb48df72,5,74,middle
person:almalbis|j,J. Almalbis,work_a821a1b9fb48df72,6,74,middle
person:allsop|j,J. Allsop,work_a821a1b9fb48df72,7,74,middle
person:andersson|jlr,Jesper L. R. Andersson,work_a821a1b9fb48df72,8,74,middle
person:arichi|t,T. Arichi,work_a821a1b9fb48df72,9,74,middle
person:arulkumaran|s,S. Arulkumaran,work_a821a1b9fb48df72,10,74,middle
person:bastiani|m,M. Bastiani,work_a821a1b9fb48df72,11,74,middle
person:batalle|d,D. Batalle,work_a821a1b9fb48df72,12,74,middle
person:baxter|l,L. Baxter,work_a821a1b9fb48df72,13,74,middle
person:božek|j,J. Božek,work_a821a1b9fb48df72,14,74,middle
person:braithwaite|e,E. Braithwaite,work_a821a1b9fb48df72,15,74,middle
person:brandon|j,J. Brandon,work_a821a1b9fb48df72,16,74,middle
person:carney|o,O. Carney,work_a821a1b9fb48df72,17,74,middle
person:chew|a,A. Chew,work_a821a1b9fb48df72,18,74,middle
person:christiaens|d,D. Christiaens,work_a821a1b9fb48df72,19,74,middle
person:chung|r,Raymond Chung,work_a821a1b9fb48df72,20,74,middle
person:colford|k,K. Colford,work_a821a1b9fb48df72,21,74,middle
person:cordero-grande|l,L. Cordero-Grande,work_a821a1b9fb48df72,22,74,middle
person:counsell|s,S. Counsell,work_a821a1b9fb48df72,23,74,middle
person:cullen|h,Harriet Cullen,work_a821a1b9fb48df72,24,74,middle
person:cupitt|j,J. Cupitt,work_a821a1b9fb48df72,25,74,middle
person:curtis|c,C. Curtis,work_a821a1b9fb48df72,26,74,middle
person:davidson|a,A. Davidson,work_a821a1b9fb48df72,27,74,middle
person:deprez|m,M. Deprez,work_a821a1b9fb48df72,28,74,middle
person:dillon|l,Louise Dillon,work_a821a1b9fb48df72,29,74,middle
person:dimitrakopoulou|k,K. Dimitrakopoulou,work_a821a1b9fb48df72,30,74,middle
person:dimitrova|r,R. Dimitrova,work_a821a1b9fb48df72,31,74,middle
person:duff|e,E. Duff,work_a821a1b9fb48df72,32,74,middle
person:falconer|s,S. Falconer,work_a821a1b9fb48df72,33,74,middle
person:farahibozorg|s,S. Farahibozorg,work_a821a1b9fb48df72,34,74,middle
person:fitzgibbon|s,S. Fitzgibbon,work_a821a1b9fb48df72,35,74,middle
person:jia hong gao,Jia-Hong Gao,work_a821a1b9fb48df72,36,74,middle
person:gaspar|as,Andreia S. Gaspar,work_a821a1b9fb48df72,37,74,middle
person:harper|n,N. Harper,work_a821a1b9fb48df72,38,74,middle
person:harrison|sj,Samuel J. Harrison,work_a821a1b9fb48df72,39,74,middle
person:e hughes,E. Hughes,work_a821a1b9fb48df72,40,74,middle
person:j hutter,J. Hutter,work_a821a1b9fb48df72,41,74,middle
person:jones|e,E. Jones,work_a821a1b9fb48df72,44,74,middle
person:karolis|vr,Vyacheslav R. Karolis,work_a821a1b9fb48df72,45,74,middle
person:kyriakopoulou|v,V. Kyriakopoulou,work_a821a1b9fb48df72,46,74,middle
person:lenz|g,Gregor Lenz,work_a821a1b9fb48df72,47,74,middle
person:a makropoulos,A. Makropoulos,work_a821a1b9fb48df72,48,74,middle
person:malik|sj,Shaihan J. Malik,work_a821a1b9fb48df72,49,74,middle
person:mason|l,L. Mason,work_a821a1b9fb48df72,50,74,middle
person:mortari|f,Filippo Mortari,work_a821a1b9fb48df72,51,74,middle
person:nosarti|c,C. Nosarti,work_a821a1b9fb48df72,52,74,middle
person:nunes|r,R. Nunes,work_a821a1b9fb48df72,53,74,middle
person:o’keeffe|c,Camilla O’Keeffe,work_a821a1b9fb48df72,54,74,middle
person:o’muircheartaigh|j,J. O’Muircheartaigh,work_a821a1b9fb48df72,55,74,middle
person:patel|h,Hamel Patel,work_a821a1b9fb48df72,56,74,middle
person:passerat-palmbach|j,Jonathan Passerat-Palmbach,work_a821a1b9fb48df72,57,74,middle
person:pietsch|m,M. Pietsch,work_a821a1b9fb48df72,58,74,middle
person:price|a,A. Price,work_a821a1b9fb48df72,59,74,middle
person:robinson|e,E. Robinson,work_a821a1b9fb48df72,60,74,middle
person:m rutherford,M. Rutherford,work_a821a1b9fb48df72,61,74,middle
person:schuh|a,A. Schuh,work_a821a1b9fb48df72,62,74,middle
person:steinweg|j,J. Steinweg,work_a821a1b9fb48df72,64,74,middle
person:teixeira|r,R. Teixeira,work_a821a1b9fb48df72,65,74,middle
person:tenev|t,T. Tenev,work_a821a1b9fb48df72,66,74,middle
person:tournier|j,Jacques-Donald Tournier,work_a821a1b9fb48df72,67,74,middle
person:tusor|n,N. Tusor,work_a821a1b9fb48df72,68,74,middle
person:uus|a,A. Uus,work_a821a1b9fb48df72,69,74,middle
person:vecchiato|k,Katy Vecchiato,work_a821a1b9fb48df72,70,74,middle
person:williams|lzj,Logan Z. J. Williams,work_a821a1b9fb48df72,71,74,middle
person:wright|r,R. Wright,work_a821a1b9fb48df72,72,74,middle
person:wurie|j,J. Wurie,work_a821a1b9fb48df72,73,74,middle
person:s aggarwal,S. Aggarwal,work_a83aea2e5aec23bc,5,21,middle
person:bhavika gopalani,Bhavika Gopalani,work_a83aea2e5aec23bc,6,21,middle
person:fatima aly,Fatima Aly,work_a83aea2e5aec23bc,13,21,middle
person:sylvie bay,Sylvie Bay,work_a83aea2e5aec23bc,14,21,middle
person:benoit delatour,Benoît Delatour,work_a83aea2e5aec23bc,15,21,middle
person:pierre lafaye,Pierre Lafaye,work_a83aea2e5aec23bc,16,21,middle
person:olivia white,Olivia L. White,work_a8983572ae1cc884,3,4,middle
person:tosun|d,D. Tosun,work_a900dd5838645dcc,2,5,middle
person:sadeghi|r,R. Sadeghi,work_a900dd5838645dcc,3,5,middle
person:weiner|m,M. Weiner,work_a900dd5838645dcc,4,5,middle
person:natalia biscola,Natalia P. Biscola,work_a94eb0820c4c98b1,2,10,middle
person:l havton,L. Havton,work_a94eb0820c4c98b1,3,10,middle
person:bartek rajwa,Bartek Rajwa,work_a94eb0820c4c98b1,4,10,middle
person:abida sanjana shemonti,Abida Sanjana Shemonti,work_a94eb0820c4c98b1,5,10,middle
person:deborah jaffey,Deborah M Jaffey,work_a94eb0820c4c98b1,6,10,middle
person:t powley,T. Powley,work_a94eb0820c4c98b1,7,10,middle
person:j keast,J. Keast,work_a94eb0820c4c98b1,8,10,middle
person:kun han lu,Kun-Han Lu,work_a94eb0820c4c98b1,9,10,middle
person:zihan qin,Zihan Qin,work_a963144900531c77,2,7,middle
person:ryan kennedy,Ryan Kennedy,work_aa243bbb4279b65b,2,5,middle
person:c dulac,C. Dulac,work_aa4ac55bf3d997c2,5,25,middle
person:a fairhall,A. Fairhall,work_aa4ac55bf3d997c2,6,25,middle
person:yann lecun,Yann LeCun,work_aa4ac55bf3d997c2,12,25,middle
person:p littlewood,P. Littlewood,work_aa4ac55bf3d997c2,14,25,middle
person:john maunsell,John H. R. Maunsell,work_aa4ac55bf3d997c2,16,25,middle
person:b rosen,B. Rosen,work_aa4ac55bf3d997c2,18,25,middle
person:d tsao,D. Tsao,work_aa4ac55bf3d997c2,24,25,middle
person:aurora panzera,Aurora Panzera,work_aa666fd9d2c29faa,4,5,middle
person:dembek|t,T. Dembek,work_aa67a7c25f2f435b,3,19,middle
person:kappel|a,A. Kappel,work_aa67a7c25f2f435b,4,19,middle
person:boulay|c,C. Boulay,work_aa67a7c25f2f435b,5,19,middle
person:ewert|s,S. Ewert,work_aa67a7c25f2f435b,6,19,middle
person:tietze|a,A. Tietze,work_aa67a7c25f2f435b,7,19,middle
person:husch|a,A. Husch,work_aa67a7c25f2f435b,8,19,middle
person:perera|t,T. Perera,work_aa67a7c25f2f435b,9,19,middle
person:neumann|w,W. Neumann,work_aa67a7c25f2f435b,10,19,middle
person:reisert|m,M. Reisert,work_aa67a7c25f2f435b,11,19,middle
person:si|h,Hang Si,work_aa67a7c25f2f435b,12,19,middle
person:fang|q,Qianqian Fang,work_aa67a7c25f2f435b,16,19,middle
person:herrington|t,T. Herrington,work_aa67a7c25f2f435b,17,19,middle
person:vorwerk|j,J. Vorwerk,work_aa67a7c25f2f435b,18,19,middle
person:helbling|s,Saskia Helbling,work_aace58d8981653c0,2,13,middle
person:vaculčiaková|l,L. Vaculčiaková,work_aace58d8981653c0,3,13,middle
person:pine|k,K. Pine,work_aace58d8981653c0,4,13,middle
person:wagstyl|k,Konrad Wagstyl,work_aace58d8981653c0,5,13,middle
person:attar|f,F. Attar,work_aace58d8981653c0,6,13,middle
person:edwards|l,L. Edwards,work_aace58d8981653c0,7,13,middle
person:papoutsi|m,M. Papoutsi,work_aace58d8981653c0,8,13,middle
person:tabrizi|sj,Sarah J. Tabrizi,work_aace58d8981653c0,11,13,middle
person:rees|g,Geraint Rees,work_aace58d8981653c0,12,13,middle
person:bowen zheng,Bowen Zheng,work_aaf9287e58c3106d,5,10,middle
person:james knight,James C. Knight,work_ab36762bb6325eed,2,5,middle
person:thomas nowotny,Thomas Nowotny,work_ab36762bb6325eed,3,5,middle
person:andrew philippides,Andrew O. Philippides,work_ab36762bb6325eed,4,5,middle
person:keyu wu,Keyu Wu,work_ab6296b9c563d6c0,4,9,middle
person:y moreno,Y. Moreno,work_ab6296b9c563d6c0,8,9,middle
person:p oikonomou,P. Oikonomou,work_ab693beb93fb50a7,8,23,middle
person:saeed tavazoie,Saeed Tavazoie,work_ab693beb93fb50a7,19,23,middle
person:osmar del rio,Osmar Del Rio,work_aba24ab36d2c1f77,2,12,middle
person:nathan labora,Nathan Labora,work_aba24ab36d2c1f77,3,12,middle
person:bart larsen,Bart Larsen,work_aba24ab36d2c1f77,5,12,middle
person:linden parkes,Linden Parkes,work_aba24ab36d2c1f77,8,12,middle
person:b tervo clemmens,B. Tervo-Clemmens,work_aba24ab36d2c1f77,10,12,middle
person:m witter,M. Witter,work_abf215762dd88bd3,2,4,middle
person:n strien,N. V. Strien,work_abf215762dd88bd3,3,4,middle
person:d bonnery,D. Bonnéry,work_acbd113b39b3e9ee,2,3,middle
person:r schoonhoven,R. Schoonhoven,work_acc50851a93fccf9,4,19,middle
person:l pavlovic,L. Pavlović,work_acc50851a93fccf9,5,19,middle
person:a hendriksen,A. Hendriksen,work_acc50851a93fccf9,10,19,middle
person:mirko holler,Mirko Holler,work_acc50851a93fccf9,11,19,middle
person:adrian wanner,Adrian A. Wanner,work_acc50851a93fccf9,12,19,middle
person:k batenburg,K. Batenburg,work_acc50851a93fccf9,14,19,middle
person:n vigano,N. Vigano,work_acc50851a93fccf9,18,19,middle
person:sami jezzini,Sami H. Jezzini,work_ad4b69a298ffc313,2,4,middle
person:b marie,B. Marie,work_ad4b69a298ffc313,3,4,middle
person:d demill,D. DeMill,work_ad7b99d70c070146,6,15,middle
person:sen lin lai,Sen-Lin Lai,work_ad7e31aa5c15b233,2,9,middle
person:laurina manning,Laurina Manning,work_ad7e31aa5c15b233,4,9,middle
person:heather pollington,Heather Q. Pollington,work_ad7e31aa5c15b233,5,9,middle
person:rana rokni,Rana Rokni,work_adb2c7010353e31e,2,4,middle
person:mohammadreza mohammadi,Mohammadreza Mohammadi,work_adb2c7010353e31e,3,4,middle
person:ning chang,Ning Chang,work_adc47fb958b56981,2,4,middle
person:a seybold,A. Seybold,work_ae2e6708ff5ab48d,2,5,middle
person:o tolstenkov,O. Tolstenkov,work_ae2e6708ff5ab48d,3,5,middle
person:sharat chandra tumu,Sharat Chandra Tumu,work_ae2e6708ff5ab48d,4,5,middle
person:rodríguez-cruces|r,Raúl Rodríguez-Cruces,work_ae35dcbe4ee37384,2,17,middle
person:tavakol|s,Shahin Tavakol,work_ae35dcbe4ee37384,3,17,middle
person:herholz|p,P. Herholz,work_ae35dcbe4ee37384,5,17,middle
person:o benkarim,O. Benkarim,work_ae35dcbe4ee37384,9,17,middle
person:lowe|aj,Alexander J. Lowe,work_ae35dcbe4ee37384,11,17,middle
person:smallwood|j,Jonathan Smallwood,work_ae35dcbe4ee37384,13,17,middle
person:frauscher|b,B. Frauscher,work_ae35dcbe4ee37384,16,17,middle
person:hope ab johnstun,Hope AB Johnstun,work_ae696024feaf530f,10,13,middle
person:alexis houser,Alexis R. Houser,work_ae696024feaf530f,11,13,middle
person:p delafontaine martel,P. Delafontaine-Martel,work_ae71590815fb9a2b,2,3,middle
person:j hoffer,J. Hoffer,work_ae9a3ca349c79d5b,2,19,middle
person:adi suissa,Adi Suissa,work_ae9a3ca349c79d5b,4,19,middle
person:eagon meng,Eagon Meng,work_ae9a3ca349c79d5b,8,19,middle
person:schüller|t,T. Schüller,work_aebd692d3a9ff7ca,2,20,middle
person:kohl|s,S. Kohl,work_aebd692d3a9ff7ca,3,20,middle
person:voon|v,V. Voon,work_aebd692d3a9ff7ca,4,20,middle
person:hollunder|b,B. Hollunder,work_aebd692d3a9ff7ca,6,20,middle
person:figee|m,M. Figee,work_aebd692d3a9ff7ca,7,20,middle
person:sheth|s,S. Sheth,work_aebd692d3a9ff7ca,9,20,middle
person:mosley|p,P. Mosley,work_aebd692d3a9ff7ca,10,20,middle
person:huys|d,D. Huys,work_aebd692d3a9ff7ca,11,20,middle
person:johnson|ka,Kara A. Johnson,work_aebd692d3a9ff7ca,12,20,middle
person:butson|c,C. Butson,work_aebd692d3a9ff7ca,13,20,middle
person:ackermans|l,L. Ackermans,work_aebd692d3a9ff7ca,14,20,middle
person:vlis|tambvd,T. A. M. Bouwens van der Vlis,work_aebd692d3a9ff7ca,15,20,middle
person:leentjens|a,A. Leentjens,work_aebd692d3a9ff7ca,16,20,middle
person:barbe|m,M. Barbe,work_aebd692d3a9ff7ca,17,20,middle
person:visser-vandewalle|v,V. Visser-Vandewalle,work_aebd692d3a9ff7ca,18,20,middle
person:kuhn|j,J. Kuhn,work_aebd692d3a9ff7ca,19,20,middle
person:úbeda|a,A. Úbeda,work_af073d72321fd44f,3,6,middle
person:c kim,Chan-Mi Kim,work_af073d72321fd44f,4,6,middle
person:jacobs|h,H. Jacobs,work_af073d72321fd44f,5,6,middle
person:b peterson,B. Peterson,work_af967f4e3e759889,2,15,middle
person:j crook,J. Crook,work_af967f4e3e759889,3,15,middle
person:f robinson,F. Robinson,work_af967f4e3e759889,7,15,middle
person:paul gamlin,Paul D. Gamlin,work_af967f4e3e759889,8,15,middle
person:k yau,K. Yau,work_af967f4e3e759889,9,15,middle
person:f viana,F. Viana,work_af967f4e3e759889,10,15,middle
person:j troy,J. Troy,work_af967f4e3e759889,11,15,middle
person:p detwiler,P. Detwiler,work_af967f4e3e759889,14,15,middle
person:marios chatzigeorgiou,Marios Chatzigeorgiou,work_afdb95708e15961e,2,5,middle
person:m treinin,M. Treinin,work_afdb95708e15961e,4,5,middle
person:michael wallace,Michael L. Wallace,work_aff22bed5643522c,2,3,middle
person:junqian qi,Junqian Qi,work_b0142f28782e124e,2,14,middle
person:guoqing li,Guoqing Li,work_b0142f28782e124e,7,14,middle
person:yu kong,Yu Kong,work_b0142f28782e124e,10,14,middle
person:yoshihiro takeda,Yoshihiro Takeda,work_b01bce564ce2e416,2,5,middle
person:atsushi momose,Atsushi Momose,work_b01bce564ce2e416,3,5,middle
person:akihisa takeuchi,Akihisa Takeuchi,work_b01bce564ce2e416,4,5,middle
person:roland biernacki,Roland Biernacki,work_b027c6fad384156d,3,16,middle
person:jeanette thum,Jeanette Thum,work_b027c6fad384156d,4,16,middle
person:r glasgow,R. D. Glasgow,work_b027c6fad384156d,5,16,middle
person:r stocker,R. Stocker,work_b027c6fad384156d,9,16,middle
person:naoko toshima,Naoko Toshima,work_b027c6fad384156d,10,16,middle
person:t tanimura,T. Tanimura,work_b027c6fad384156d,11,16,middle
person:g arias gil,G. Arias-Gil,work_b027c6fad384156d,13,16,middle
