rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
664,work_69a73378c605c293,Geometric developmental principles for the emergence of brain-like weighted and directed neuronal networks,2026.0,,Karolína Korvasová,0,0.0,False,strong,only_out,0.0,11.0,11.0,8.0,0.0491106981683036,A. Morales-Gregorio / Karolína Korvasová,0.95,3,False
665,work_6f9a7974a1b12683,The Drosophila connectome reveals axo-axonic synapses on descending neurons,2026.0,bioRxiv,R. Pena,0,0.0,False,strong,only_out,0.0,17.0,17.0,11.0,0.0799044332359968,Cesar Ceballos / R. Pena,0.95,9,False
666,work_77733aed5786f1e1,Isotropic Reconstruction of Anisotropic vEM Volumes with ViT-Guided Diffusion,2026.0,Electronics,Bo Du,0,0.0,False,moderate,only_out,0.0,7.0,7.0,7.0,0.0674276612689142,Xiaoyin Chen / Yonggang Wang,0.95,7,False
667,work_78bb0e063acbccb4,A Complex Network-Based Approach for Detecting and Characterizing Power Neurons in Drosophila,2026.0,Neuroinformatics,Domenico Ursino,0,0.0,False,,no_graph,,,,,,Enrico Corradini / Federica Parlapiano,0.93,4,False
668,work_804f9d846f9416e6,State-Dependent Organization of Microscale Functional Circuitry in Visual Cortex,2026.0,bioRxiv,R. Abbasi-Asl,0,0.0,False,moderate,only_out,0.0,9.0,9.0,4.0,0.556941863551898,Xiaoyin Chen / Yonggang Wang,0.96,6,False
669,work_80a6a14187c03885,Applying functional MRI analysis techniques to whole-brain calcium-imaging data to investigate structural and functional relationships in Drosophila melanogaster,2026.0,bioRxiv,Junichi Hata,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3015662330767188,Hideyuki Okano / Alexander Woodward,0.94,4,False
670,work_83525f01067dd39e,Combining brain-wide activity imaging with electron microscopy reveals a distributed brain network for processing threatening somatosensory stimuli,2026.0,bioRxiv,Marta Zlatic,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.157419697371914,Albert Cardona / J. Vogelstein,0.97,11,False
671,work_83589c03b0e33617,Comparative connectomics of parasite esophagus suggests evolutionary simplification of a nervous system,2026.0,bioRxiv,Nathan E. Schroeder,0,0.0,False,moderate,only_out,0.0,8.0,8.0,7.0,0.5630475179187683,M. Helmstaedter / Winfried Denk,0.96,5,False
672,work_85819a51b095ee27,Axonal ensembles repeatedly cluster and order synapses along dendrites in mouse cortex,2026.0,bioRxiv,K. Boahen,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.0934430581364481,Saarthak Sarup / K. Boahen,0.97,2,False
673,work_87f5ebaf52106e04,"A frozen rate operator from the complete larval connectome: degree and weight govern the gross response, exact wiring governs input routing and mushroom-body modes",2026.0,,S. Therianos,0,0.0,False,strong,only_out,0.0,11.0,11.0,8.0,0.1813113883727103,S. Therianos,0.96,1,False
674,work_8ce856dac0188a93,Organizational principles governing synapse types in a whole-brain connectome,2026.0,bioRxiv,David S. Deutsch,0,0.0,False,strong,only_out,0.0,14.0,14.0,11.0,0.483939474382798,H. Sebastian Seung / G. Jefferis,0.94,6,False
675,work_9be41e9459df8595,DevoTG: Temporal Graph Neural Networks for Modeling C. elegans Developmental Connectomics,2026.0,arXiv.org,Bradly Alicea,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.2707724980090257,Bradly Alicea / Matteo Cantarelli,0.93,2,False
676,work_9c892cfd1d3dbe01,VEMamba: Efficient Isotropic Reconstruction of Volume Electron Microscopy with Axial-Lateral Consistent Mamba,2026.0,arXiv.org,Pan Gao,0,0.0,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.93,2,False
677,work_a77b316df3ecbc0e,DRIFT-EM enables direct wafer retrieval of ultrathin serial sections for large-volume electron microscopy,2026.0,Cell Reports Methods,Gregg A. Wildenberg,0,0.0,False,strong,only_out,0.0,10.0,10.0,9.0,0.2731616671091054,J. Lichtman / Hanspeter Pfister,0.94,8,False
678,work_ae2e6708ff5ab48d,"Annelid eye evolution revealed by developmental, ultrastructural, and connectome analyses of cerebral eyes in Malacoceros fuliginosus",2026.0,bioRxiv,Harald Hausen,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.1908680647730289,H. Sebastian Seung / G. Jefferis,0.94,5,False
679,work_b1b2f343a95bfb4c,Connectome quality converges predictably to reveal optimal stopping points during proofreading,2026.0,bioRxiv,Brock Andrew Wester,0,0.0,False,moderate,only_out,0.0,7.0,7.0,6.0,0.3358109901778603,Albert Cardona / J. Vogelstein,0.94,8,False
680,work_b2e3ca8af45bd44a,Beyond Feedforward: Unveiling a Recurrent Core and Super-Hubs in the Drosophila Connectome,2026.0,"2026 IEEE International Conference on Pattern Recognition, Machine Vision and Artificial Intelligence (PRMVAI)",Xin Lu,0,0.0,False,moderate,only_out,0.0,6.0,6.0,5.0,0.4701353862490045,Xiaoyin Chen / Yonggang Wang,0.94,5,False
681,work_ba255a04a84e1e9c,Approaching a connectome of the human foveal retina,2026.0,Proceedings of the National Academy of Sciences of the United States of America,D. Dacey,0,0.0,False,strong,only_out,0.0,10.0,10.0,6.0,0.1568887709052296,M. Helmstaedter / Winfried Denk,0.97,19,False
682,work_bba81c892f47fd62,Morphology-Embedded Graph Optimization for EM Neuron Tracing,2026.0,IEEE International Symposium on Biomedical Imaging,Xuejin Chen,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.1202548447040084,Xiaoyin Chen / Yonggang Wang,0.95,2,False
683,work_bd22fb1f4a2ae2f2,Bilateral Neuron Pairs Share Redundant Network Roles Despite Incomplete Connection Symmetry in Caenorhabditis elegans,2026.0,European Journal of Neuroscience,Jaeseung Jeong,0,0.0,False,moderate,only_out,0.0,7.0,7.0,7.0,0.0069020440668967,Jaeseung Jeong / Jerald D. Kralik,0.94,4,False
684,work_bdf6f3371610db4c,ConnectoFM: A Foundation Model for Learning the Language of the Connectome,2026.0,bioRxiv,Md. Shamsuzzoha Bayzid,0,0.0,False,strong,only_out,0.0,28.0,28.0,11.0,0.295991505176533,Aindrila Saha / Abrar Rahman Abir,0.97,4,False
685,work_c041abac1c482213,Beyond Agreement: Standardizing Crowdsourced Synapse Annotations through Proofreading in EM Connectomics,2026.0,bioRxiv,Samia Mohinta,0,0.0,False,strong,only_out,0.0,12.0,12.0,11.0,0.358640828245288,Albert Cardona / J. Vogelstein,0.95,8,False
686,work_c2ac2ce5d1b91e39,Representational geometry as a fidelity metric for connectome-constrained networks: evidence from the Drosophila visual system,2026.0,bioRxiv,Jennifer O. Hasler,0,0.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.2548447040084948,Michael G. Zhou / Jennifer O. Hasler,0.93,2,False
687,work_cf039181a3d3d12c,Spatial synaptic regularization stabilizes learning across biological and artificial neural networks,2026.0,bioRxiv,Ruobing Zhang,0,0.0,False,moderate,only_out,0.0,5.0,5.0,4.0,0.3477568356782585,Xiaoyin Chen / Yonggang Wang,0.93,7,False
688,work_d0ba9a68d64263c4,Random innervation of cerebellar Purkinje cells as a substrate for diverse representational learning,2026.0,bioRxiv,Wei-Chung Allen Lee,0,0.0,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3044863286434828,H. Sebastian Seung / G. Jefferis,0.92,3,False
689,work_d50bcdbcd8489d51,From homeostasis to credit assignment: a signed-XOR connectomic motif for local directional error signalling,2026.0,bioRxiv,J. M. de Lucas,0,0.0,False,moderate,only_out,0.0,6.0,6.0,4.0,0.5054419962835147,Xiaoyin Chen / Yonggang Wang,0.89,4,False
690,work_db1ba00589bc095a,Connectomic evidence that ordered activity drives neuromuscular network formation,2026.0,Nature Neuroscience,J. Lichtman,0,0.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.2803291744093443,J. Lichtman / Hanspeter Pfister,0.93,16,False
691,work_e22e48c40029af5d,Hidden symmetries in network connectivity support ring attractor dynamics in the fly’s neural compass,2026.0,bioRxiv,Ann M. Hermundstad,0,0.0,False,moderate,only_out,0.0,5.0,5.0,5.0,0.1959118662065304,J. Lichtman / Hanspeter Pfister,0.9,5,False
692,work_f7220e9a3d6d1732,FEABAS: A Stitching and Alignment Tool for Serial EM Data,2026.0,bioRxiv,J. Lichtman,0,0.0,False,strong,only_out,0.0,11.0,11.0,9.0,0.109370852136979,J. Lichtman / Hanspeter Pfister,0.95,2,False
693,work_f7bc1bc6224c75c6,Deep anatomical and ultrastructural classification of neurons in the zebrafish olfactory bulb,2026.0,bioRxiv,R. Friedrich,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3007698433766923,M. Helmstaedter / Winfried Denk,0.96,10,False
694,work_faedde5590381df4,A Transformer-based Framework for Large-Scale EM Segmentation Stitching,2026.0,"International Journal of Wavelets, Multiresolution and Information Processing",Hua Han,0,0.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.4101406955136714,Xiaoyin Chen / Yonggang Wang,0.95,6,False
