normalized_name_block,exact_normalized_name_match,author_id_a,author_id_b,name_a,name_b,retained_papers_a,retained_papers_b,same_name_direct_coauthor,shared_coauthor_names,coauthor_jaccard,axis_jaccard,year_overlap,classification,recommended_action
christopher lynn,True,2258962836,40900237,Christopher W. Lynn,Christopher W. Lynn,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
christopher lynn,True,2398902402,40900237,Christopher W. Lynn,Christopher W. Lynn,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
claus hilgetag,True,2306791790,2074365877,Claus C. Hilgetag,Claus C. Hilgetag,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
constantin pape,True,2315314214,8814947,Constantin Pape,Constantin Pape,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d aydogan,True,2327734,2305800776,D. Aydogan,D. Aydogan,6,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d barch,False,152833019,2244253284,D. M. Barch,D. Barch,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d english,True,2203446565,24555690,D. English,D. English,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d geschwind,True,2256531234,3253547,D. Geschwind,D. Geschwind,1,2,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
d mathalon,True,2340214442,2082340,D. Mathalon,D. Mathalon,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
d momi,True,2288567229,40767650,D. Momi,D. Momi,1,3,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d pizzagalli,True,2258316388,2064878,D. Pizzagalli,D. Pizzagalli,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
d saur,True,2238994278,2088733,D. Saur,D. Saur,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
d svaldi,True,2411545454,5452350,D. Svaldi,D. Svaldi,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
d wei,True,1766333,33164554,D. Wei,D. Wei,25,2,False,0,0.0,0.25,True,ambiguous_name_collision,manual_review
d wei,True,3249957,33164554,D. Wei,D. Wei,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
damien fair,False,1381621217,2251929939,Damien Fair,Damien A. Fair,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
damon clark,True,2292003648,17420654,Damon A. Clark,Damon A. Clark,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
daniel bushey,True,2292124739,5997117,Daniel Bushey,Daniel Bushey,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
daniel lee,True,2115651440,2405131975,Daniel D. Lee,Daniel D. Lee,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
daniel margulies,True,2328686247,2246089059,Daniel S. Margulies,Daniel S. Margulies,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
david bader,True,2372915690,153595774,David A. Bader,David A. Bader,2,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
david phillips,True,2306552772,2070423760,David Phillips,David Phillips,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
david reid,True,92697979,2277912204,David Reid,David Reid,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
derek jones,True,2249088512,2148396214,Derek K. Jones,Derek K. Jones,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
derek jones,True,2158112540,2148396214,Derek K. Jones,Derek K. Jones,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
dinggang shen,True,2262958719,2112477074,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
dinggang shen,True,2262958719,2150038187,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
dinggang shen,True,2262958719,2239088988,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
dinggang shen,True,2112477074,2150038187,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,0.333333,True,ambiguous_name_collision,manual_review
dinggang shen,True,2112477074,2239088988,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
dinggang shen,True,2150038187,2239088988,Dinggang Shen,Dinggang Shen,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
du lei,True,2064827720,2064825769,Du Lei,Du Lei,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
e earl,False,2253759,2217220716,E. Earl,E. R. Earl,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
e hong,True,2053922081,114821918,E. Hong,E. Hong,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
e mandonnet,True,2364418,2250271243,E. Mandonnet,E. Mandonnet,3,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
e middlebrooks,True,3656276,2269289667,E. Middlebrooks,E. Middlebrooks,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
e smith,False,2120255330,152429985,E. E. Smith,E. Smith,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
enrico amico,True,2185612469,2286190327,Enrico Amico,Enrico Amico,3,1,False,0,0.0,0.666667,True,ambiguous_name_collision,manual_review
enrico amico,True,2286190327,2292868024,Enrico Amico,Enrico Amico,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
erik bloss,True,4072373,2248275804,Erik B. Bloss,Erik B. Bloss,3,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
f barkhof,True,2242596860,2241304957,F. Barkhof,F. Barkhof,1,1,False,0,0.0,0.666667,True,ambiguous_name_collision,manual_review
f barkhof,True,2241304957,2496051,F. Barkhof,F. Barkhof,1,1,False,0,0.0,0.666667,False,ambiguous_name_collision,manual_review
f li,True,2157948716,2220184491,F. Li,F. Li,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
f richter,True,2059363045,48621026,F. Richter,F. Richter,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
f santos,False,2047362450,2240070798,F. Santos,F. A. Santos,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
fabrice wendling,True,2251417934,2249958681,Fabrice Wendling,Fabrice Wendling,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
fei wang,True,2262111477,2148954627,Fei Wang,Fei Wang,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
fei wang,True,2262111477,2322501282,Fei Wang,Fei Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
fei wang,True,2148954627,47939457,Fei Wang,Fei Wang,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
fei wang,True,2148954627,2322501282,Fei Wang,Fei Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
fei wang,True,47939457,2322501282,Fei Wang,Fei Wang,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
feng li,True,2146311675,2366061406,Feng Li,Feng Li,18,1,False,0,0.0,0.166667,False,ambiguous_name_collision,manual_review
feng zhang,True,2264087823,145127003,Feng Zhang,Feng Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
fernando vonhoff,True,3652313,2265786925,Fernando J Vonhoff,Fernando J Vonhoff,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
fuqiang xu,True,11159516,2274768434,Fuqiang Xu,Fuqiang Xu,4,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
g deco,True,145333301,2333355446,G. Deco,G. Deco,25,1,False,0,0.0,0.25,False,ambiguous_name_collision,manual_review
g deco,True,2333355446,2263750702,G. Deco,G. Deco,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
g roberts,True,143975530,2998040,G. Roberts,G. Roberts,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
g williams,True,144416314,2107434195,G. Williams,G. Williams,4,1,False,0,0.0,0.25,True,ambiguous_name_collision,manual_review
gaia novarino,True,48472951,2305669670,Gaia Novarino,Gaia Novarino,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
gang yan,True,50148140,2164075034,Gang Yan,Gang Yan,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
geng chen,True,2254838928,2316763266,Geng Chen,Geng Chen,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
geng chen,True,2116389104,2316763266,Geng Chen,Geng Chen,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
geng chen,True,143808551,2316763266,Geng Chen,Geng Chen,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
giulio valperga,True,1396328884,2311866261,Giulio Valperga,Giulio Valperga,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
guoqiang bi,True,2711974,2268850385,Guoqiang Bi,Guoqiang Bi,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
guorong wu,True,2255506351,2406043984,Guorong Wu,Guorong Wu,8,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
guorong wu,True,2355121544,2406043984,Guorong Wu,Guorong Wu,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
guorong wu,True,2406043984,2336939877,Guorong Wu,Guorong Wu,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
guozhang chen,True,2363169606,2309263810,Guozhang Chen,Guozhang Chen,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
h duffau,True,145578262,152809954,H. Duffau,H. Duffau,28,1,False,0,0.0,0.25,True,ambiguous_name_collision,manual_review
h lee,True,2118422064,2116624437,H. Lee,H. Lee,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
h soltanian zadeh,True,1400064324,2261929684,H. Soltanian-Zadeh,H. Soltanian-Zadeh,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
h taylor,True,2068990472,145526415,H. Taylor,H. Taylor,3,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
hailong li,True,47892864,47892215,Hailong Li,Hailong Li,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
hao ming dong,True,6551660,2332489719,Hao-Ming Dong,Hao-Ming Dong,5,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
hao wang,True,2144219630,40574043,Hao Wang,Hao Wang,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
he wang,True,2149698929,2149699162,He Wang,He Wang,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
helen carlson,True,2303671898,2308941537,Helen L. Carlson,Helen L. Carlson,1,1,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
heng huang,True,1748032,2146257986,Heng Huang,Heng Huang,1,6,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
heng huang,True,1748032,145114933,Heng Huang,Heng Huang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
heng huang,True,1748032,2347484108,Heng Huang,Heng Huang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
heng huang,True,1748032,2252369635,Heng Huang,Heng Huang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
heng huang,True,1748032,46676192,Heng Huang,Heng Huang,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
heng huang,True,145114933,46676192,Heng Huang,Heng Huang,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
heng huang,True,2347484108,46676192,Heng Huang,Heng Huang,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
hideyuki okano,True,2242374991,2119735947,Hideyuki Okano,Hideyuki Okano,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
hideyuki okano,True,2282329446,2119735947,Hideyuki Okano,Hideyuki Okano,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
hua han,True,2268512206,2223984386,Hua Han,Hua Han,3,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
hui gong,True,2307791674,2253400284,Hui Gong,Hui Gong,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
hui gong,True,2307791674,2242681871,Hui Gong,Hui Gong,1,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
hui gong,True,2307791674,2320556068,Hui Gong,Hui Gong,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
hui gong,True,2307791674,2118178813,Hui Gong,Hui Gong,1,2,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
ian stewart,True,2316022032,2086070604,Ian Stewart,Ian Stewart,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
igor yakushev,True,2286894509,2249119161,Igor Yakushev,Igor Yakushev,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j bao,True,2277781841,2038536947,J. Bao,J. Bao,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j buitelaar,True,2113940997,2376959,J. Buitelaar,J. Buitelaar,2,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j campbell,False,2107231655,2289911699,J. Campbell,J. E. Campbell,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j changeux,True,6777427,2239472779,J. Changeux,J. Changeux,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j cheong,True,2060748584,2051739,J. Cheong,J. Cheong,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j choi,True,22246366,46309266,J. Choi,J. Choi,1,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
j duncan,True,145811086,145947161,J. Duncan,J. Duncan,6,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
j duncan,True,145811086,145822452,J. Duncan,J. Duncan,6,3,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
j duncan,True,145947161,145822452,J. Duncan,J. Duncan,1,3,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j duncan,True,145947161,117441402,J. Duncan,J. Duncan,1,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
j duncan,True,145947161,48990117,J. Duncan,J. Duncan,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j duncan,False,145947161,2301329154,J. Duncan,J. S. Duncan,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j duncan,True,145822452,117441402,J. Duncan,J. Duncan,3,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
j duncan,True,145822452,48990117,J. Duncan,J. Duncan,3,2,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
j duncan,False,145822452,2301329154,J. Duncan,J. S. Duncan,3,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j gabrieli,True,2064664800,144706002,J. Gabrieli,J. Gabrieli,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j gallego,False,152843607,2125208648,J. A. Gallego,J.S. Gallego,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j go i,True,145144224,2268050078,J. Goñi,J. Goñi,13,1,False,0,0.0,0.2,False,ambiguous_name_collision,manual_review
j kutz,True,2239694290,144484982,J. Kutz,J. Kutz,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j kutz,True,2239694290,144484983,J. Kutz,J. Kutz,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j kutz,True,144484982,144484983,J. Kutz,J. Kutz,1,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j lauritzen,False,2243053472,50571802,J. Lauritzen,J. S. Lauritzen,1,7,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
j peters,True,145046818,2255323182,J. Peters,J. Peters,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j polimeni,True,1782963,2303260991,J. Polimeni,J. Polimeni,2,1,False,0,0.0,0.333333,False,ambiguous_name_collision,manual_review
j poline,False,144063147,1802033,J. Poline,J B Poline,2,1,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
j price,True,2170232988,2072401558,J. Price,J. Price,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j ryu,True,8253958,27054445,J. Ryu,J. Ryu,1,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
j scott,True,2242742070,16091068,J. Scott,J. Scott,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
j stein,True,32215861,32724071,J. Stein,J. Stein,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j stout,False,2001893,1865435,J. Stout,J C Stout,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j suckling,True,1939498,2265743253,J. Suckling,J. Suckling,18,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
j white,False,51297121,32371650,J. D. White,J. White,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
jacob morra,False,2372542811,9545446,Jacob J. Morra,Jacob Morra,1,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
jaeseung jeong,True,1684522,2248246906,Jaeseung Jeong,Jaeseung Jeong,1,3,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
james pang,True,2238255284,2242202498,James C. Pang,James C. Pang,2,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
jan pielage,True,4568001,2139048558,Jan Pielage,Jan Pielage,2,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jan pielage,True,2139048558,2254468866,Jan Pielage,Jan Pielage,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jesse brown,False,17283949,2272422354,Jesse A. Brown,Jesse Brown,2,1,False,0,0.0,0.333333,True,ambiguous_name_collision,manual_review
jesse brown,False,2272422354,1405909177,Jesse Brown,Jesse A. Brown,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
jia hong gao,True,2238393718,2149258099,Jia-Hong Gao,Jia-Hong Gao,3,2,False,0,0.0,1.0,False,ambiguous_name_collision,manual_review
jia hong gao,True,143838400,2149258099,Jia-Hong Gao,Jia-Hong Gao,1,2,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
jian cheng,True,144609679,2240029074,Jian Cheng,Jian Cheng,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jie ma,True,2291726405,2115890314,Jie Ma,Jie Ma,1,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
jinbo zhang,True,2266355409,2107990261,Jinbo Zhang,Jinbo Zhang,1,2,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
jing liu,True,2153466362,2153466966,Jing Liu,Jing Liu,5,3,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
jing liu,True,2153466362,2153466659,Jing Liu,Jing Liu,5,1,False,0,0.0,0.0,True,ambiguous_name_collision,manual_review
jing liu,True,2153466966,2153466659,Jing Liu,Jing Liu,3,1,False,0,0.0,1.0,True,ambiguous_name_collision,manual_review
jing yuan,True,2248043901,2118571948,Jing Yuan,Jing Yuan,1,2,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
jing zhang,True,2155701300,2325594224,Jing Zhang,Jing Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jing zhang,True,2155701300,2155702776,Jing Zhang,Jing Zhang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jing zhang,True,2325594224,2155702776,Jing Zhang,Jing Zhang,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
jinglei lv,True,10255622,2328850933,Jinglei Lv,Jinglei Lv,7,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jingpeng wu,True,2281389294,7162062,Jingpeng Wu,Jingpeng Wu,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jinhui wang,True,38612176,2144495838,Jinhui Wang,Jinhui Wang,7,1,False,0,0.0,0.5,True,ambiguous_name_collision,manual_review
jinhui wang,True,2308821461,2144495838,Jinhui Wang,Jinhui Wang,1,1,False,0,0.0,0.0,False,ambiguous_name_collision,manual_review
jinsong wu,True,47876123,2266429630,Jinsong Wu,Jinsong Wu,1,1,False,0,0.0,0.5,False,ambiguous_name_collision,manual_review
john kirsch,False,2363532377,2332615044,John E. Kirsch,John Kirsch,1,2,False,0,0.0,0.333333,True,ambiguous_name_collision,manual_review
